No,Nama Tempat,Kategori,Koordinat,Latitude,Longitude,Alamat,Deskripsi
709,Candi Tikus,Benda Cagar Budaya,S 7 34 18.6 E 112 24 12.3,-7.57183,112.40342,"Dusun Dinuk, Desa Temon, Kecamatan Trowulan, Kabupaten Mojokerto","Candi ini diresmikan pada tanggal 21 September 1989 oleh Dirjenbud Departemen Pendidikan dan kebudayaan. Pada awalnya petirtaan ini ditemukan secara tidak sengaja, hal ini terlihat dari niat awal para petani desa disekitarnya untuk memusnahkan hama tikus"
710,Gedung Grahadi,Benda Cagar Budaya,S 7 17 45.1 E 112 44 19.3,-7.29586,112.73869,"Jl. Pemuda No. 7 Surabaya, Jawa Timur","Gedung Grahadi adalah gedung negara yang dipergunakan sebagai Rumah Kediaman dan Gedung Pertemuan Gubernur Jawa Timur. Melihat gedung ini mengingatkan kita pada arsitektur masa kolonialis Belanda yang dibangun pada tahun 1795, masa Residen Dirk Van Hogen"
711,Monumen Kapal Selam,Monumen,S 7 15 56.4 E112 45 0.2,-7.26567,112.75006,Jl. Pemuda 39 Surabaya,"Merupakan wujud asli dari KRI Pasopati 410, salah satu kapal selam TNI - Angkatan Laut dari Satuan Kapal Selam Armada RI Kawasan Timur. KRI Pasopati termasuk jenis SS type Whisky Class dibuat di Vladi Rusia pada tahun 1952, berperan aktif dalam menegakka"
712,Monumen Sudirman,Monumen,S 7 15 42.1 E 112 44 46.9,-7.26169,112.74636,"Jl. Yos Sudarso, Surabaya","Diresmikan pada 10 November 1970 oleh Presiden Soeharto dalam rangkaian peringatan Hari Pahlawan. Patung Jenderal Sudirman dibuat pada posisi tegak, tangan di samping, ujung celana masuk ke dalam sepatu boot, dan sebilah pedang menggantung di ping"
713,Pura Luhur Poten,Pura,S 7 55 59.2 E 112 57 17.1,-7.93310,112.95475,Gunung bromo,"Sebagai pemeluk agama Hindu, Suku Tengger memiliki tradisi peribadatan yang unik. Poten merupakan sebidang lahan di lautan yang digunakan sebagai tempat peribadatan meskipun tidak terdapat candi konvensional."
714,Situs Sitinggil,Situs Purbakala,S 7 33 2.9 E 112 22 10.6,-7.55081,112.36961,"Trowulan, Mojokerto",Lokasi Sitinggil berada 100 m dari pantai Muncar. Fungsi utamanya pada zaman dahulu adalah untuk mengintai musuh yang datang dari Bali atau Samudera Hindia.
715,Kebun Binatang Surabaya,Kebun Binatang,S 7 17 45.2 E 112 44 19.2,-7.29589,112.73867,Jalan Setail No. 1 Surabaya,"Kebun Binatang Surabaya (KBS) berlokasi di Surabaya Selatan. KBS memiliki berbagai jenis binatang tropis, dilengkapi dengan aquarium dan fasilitas karantina."
716,Tugu Pahlawan Surabaya,Tugu,S 7 14 50.3 E 112 44 17.2,-7.24731,112.73811,Jl. Pahlawan Surabaya Utara,"Tugu Pahlawan terletak di depan Kantor Gubernur Jawa Timur. Monument yang berbentuk paku terbalik setinggi 40,5 meter ini dibangun di atas lahan seluas 2,5 hektar, bekas Kantor Raad Van Justititie atau Gedung Pengadilan Tinggi pada masa"
717,"Candi Penataran, Blitar",Benda Cagar Budaya,S 8 00 58.5 E 112 12 32.8,-8.01625,112.20911,"desa Penataran, kecamatan Nglegok, kabupaten Blitar","Candi Penataran merupakan candi yang kaya dengan berbagai macam corak relief, arca, dan struktur bangunan bergaya Hindu. Terdapat pahatan Kala, arca Ganesya, dan Dwarapala."
718,Rumah singgah Soedirman,Bangunan Kuno,S 7 56 10.2 E 112 10 28.8,-7.93617,112.17467,"Jalan MH Thamrin Nomor 44, Kecamatan Kota Kediri","Rumah bersejarah ini memiliki keterkaitan dengan Jenderal Sudirman. Saat memimpin perang gerilya di Kediri, Sudirman pernah menghuni rumah dengan arsitektur mirip kediaman pendiri Kodam."
719,Candi Jawi,Benda Cagar Budaya,S7 39 45.8 E112 40 11.9,-7.66272,112.66999,"Desa Candi Wates, Kecamatan Prigen, Kabupaten Pasuruan, Jawa Timur","Candi Jawi, yang dibangun sekitar abad ke-13, adalah tempat penyimpanan sebagian abu jenazah Raja Kertanegara yang meninggal tahun 1292 M. Candi ini mempertahankan nama aslinya."
720,Masjid Cheng Ho,Bangunan Kuno,S7 39 06.7 E112 41 16.1,-7.65185,112.68781,Jalan raya Malang-Surabaya-Trawas-Tretes,"Masjid Cheng Ho Pandaan, Pasuruan, merupakan salah satu dari tiga Masjid Cheng Ho di Indonesia. Berbeda dengan Masjid Cheng Ho di Surabaya dan Palembang, masjid ini didirikan atas prakarsa masyarakat setempat."
721,Candi Singosari,Benda Cagar Budaya,S7 53 16.3 E112 39 49.0,-7.88785,112.66362,"desa Candi Renggo, Kecamatan Singosari, Kab Malang, Jawa Timur","Bangunan Candi terletak pada sebuah kompleks yang luasnya kurang lebih mencapai 8 hektar. Didalam kompleks itu juga masih tersisa runtuhan bangunan Candi Papak, Candi Ringgit dan sejumlah arca batu. Tetapi letak Candi Papak dan Candi Ringgit tidak satu t"
722,Makam Putri Campa,Makam,S7 33 23 E 112 23 2.9,-7.55639,112.38414,"desa Trowulan, kecamatan Trowulan","Makam Putri Cempo (atau Campa) terletak di Dusun Unggah-unggahan, Desa Trowulan, Kecamatan Trowulan. Lokasinya sekitar 100 meter di utara-timur Kolam Segaran. Makam 'Putri Cempo' adalah nama yang diberikan oleh cerita rakyat terhadap suatu obyek bernilai"
723,Gunung Bromo,Gunung,S7 56 24.6 E 112 57 9.7,-7.94017,112.95269,"Taman Nasional Bromo Tengger Semeru di timur kota Malang, Jawa Timur",Gunung Bromo berada dikawasan pelestarian alam Taman Nasional Bromo Tengger Semeru (TNBTS) dan merupakan taman nasional paling spektakuler serta paling mudah dikunjungi di antara taman nasional lainnya yang ada di Indonesia yang terletak antara 1.000 – 3.
724,Lautan Pasir Bromo,Kawasan Wisata,S7 55 47.8 E 112 56 21.3,-7.92994,112.93925,Kabupaten Malang & Kabupaten Pasuruan,"Hamparan laut pasir seluas 5.250 hektar, yang berada pada ketinggian 2.392 m dari permukaan laut merupakan salah satu andalan wisata dari Taman Nasional Gunung Bromo."
725,Lumpur Lapindo,Kawasan Wisata,S7 31 3.6 E 112 42 24,-7.51767,112.70667,"Dusun Balongnongo Desa Renokenongo, Kecamatan Porong, Kabupaten Sidoarjo","Lumpur Lapindo adalah peristiwa menyemburnya lumpur panas di lokasi pengeboran Lapindo Brantas Inc di Dusun Balongnongo, Desa Renokenongo, Kecamatan Porong, Kabupaten Sidoarjo, Jawa Timur, sejak tanggal 29 Mei 2006. Semburan lumpur panas selama beberapa"
726,Pantai Kenjeran,Pantai,S7 14 17.5 E 112 47 42.8,-7.23819,112.79522,"sebelah Timur Kota Surabaya,","Pantai Ria Kenjeran berada di bagian timur Surabaya, Jawa Timur. Udara pantai yang segar serta pemandangan alam yang menawan menjadi ciri khas pantai ini, dengan fasilitas pendukung yang cukup memadai."
727,Puncak Penanjakan,Kawasan Wisata,S7 54 13.9 E 112 57 6.4,-7.90386,112.95178,Pasuruan,"Tempat yang paling banyak dikunjungi, salah satunya adalah Mt. Penanjakan (2770 M asl). Dari sini pengunjung dapat menikmati pemandangan menakjubkan berupa Sea of Sand (Lautan Pasir) dan Gunung Bromo, Batok serta Semeru. Biasanya sunrise sangat mempesona di sini."
728,Kolam Segaran,Pemandian,S7 33 26.2 E 112 22 55.9,-7.55728,112.38219,"Desa Trowulan, Kecamatan Trowulan, Kabupaten Mojokerto, Propinsi Jawa Timur","Kolam Segaran adalah kolam besar berbentuk persegi panjang dengan ukuran sekitar 800 x 500 meter persegi. Namanya diambil dari bahasa Jawa 'segara' yang berarti 'laut', mengibaratkan kolam ini sebagai mini laut."
729,Taman Nasional Bromo-Tengger-Semeru,Taman Nasional,S7 54 56. E 112 56 13.47,-7.91556,112.93708,"pasuruan, jawa timur","Tiga punggung gunung dan pegunungan yang membatasi selatan Probolinggo, yakni pegunungan Tengger dengan Bromo, Gunung Lamongan dan Dataran Tinggi Yang. Panorama yang mempesona dan tantangan pendakian menjadi daya tariknya."
730,Pasar Bunga Surabaya,Pasar,S7 17 50.4 E 112 45 35.5,-7.29733,112.75986,"Jl. Raya Bratang Binangun, Surabaya",Informasi tidak ada
731,Pasar Buah Surabaya,Pasar,S7 13 20 E 112 44 16.4,-7.22222,112.73789,"Jl. Jakarta, Surabaya",Informasi tidak ada
732,Pasar Soponyono,Pasar,S7 19 21.5 E 112 46 17.3,-7.32264,112.77147,"Jl. Rungkut Alang-alang, Surabaya",Informasi tidak ada
733,Kawah Ijen,Gunung,S 8 4 26.7 E 114 13 25.2,-8.07408,114.22367,"Kecamatan Licin, Kabupaten Banyuwangi dan Kecamatan Klobang, Kabupaten Bondowoso.","Kawah Ijen terletak di puncak Gunung Ijen, salah satu gunung berapi di Jawa Timur seperti Bromo, Semeru, dan Merapi. Terletak di sebelah timur Gunung Merapi."
734,Pantai Bentar,Pantai,S 7 46 49.3 E 113 16 34.5,-7.78036,113.27625,"Jalan raya Surabaya-Banyuwangi, Kec Gending, Probolinggo","Pantai Bentar Indah, terletak di tepi jalan raya Surabaya-Banyuwangi, sekitar 7 Km dari pusat kota Probolinggo. Pantai ini menawarkan pemandangan yang indah meskipun tidak ramai dikunjungi."
735,Taman Nasional Alas Purwo,Taman Nasional,S 8 38 28.9 E 114 21 29.4,-8.64136,114.35817,"Kecamatan Tegaldlimo dan Kecamatan Purwoharjo, Kabupaten Banyuwangi","Taman Nasional Alas Purwo sangat tepat bagi pelancong yang gemar menjelajahi hutan, mengamati tumbuhan dan satwa liar, atau penggemar wisata pantai dan selancar."
736,Pancur,Pemandian,S 8 40 39.9 E 114 22 26.4,-8.67775,114.37400,"Taman Nasional Alas Purwo, Blambangan, Banyuwangi","Pancur adalah sebuah pemandian alami dengan air tawar kecil yang mengucur dekat pantai. Tempat ini sangat teduh dan cocok untuk bersantai, dilengkapi dengan area perkemahan."
737,Taman Nasional Meru Betiri,Taman Nasional,S 8 33 31.9 E 113 53 12.5,-8.55886,113.88681,"Desa Andongrejo, Kecamatan Tempurejo, Kabupaten Jember","Taman Nasional Meru Betiri terletak di bagian selatan Jawa Timur. Dengan ketinggian antara 900 - 1.223 mdpl dan curah hujan tinggi, taman nasional ini telah ditetapkan sejak 1982 dan memiliki luas wilayah yang signifikan."
738, Gunung Kawi, Gunung, S 8 01 23.1 E 112 29 37.7, -8.023080000000000, 112.493809999999996," ""Malang"""," ""Wisata Gunung Kawi merupakan kawasan wisata yang menyimpan misteri tersendiri bagi para pengunjungnya."""
739, Petirtaan Jolotundo/Petilasan Airlangga, Objek khusus, S 7 36 33.7 E 112 35 44.4, -7.609360000000000, 112.595669999999998," ""Desa Seloliman - Trawas - Mojokerto - Jawa Timur"""," ""Petirtaan Jolotundo merupakan peninggalan tertua di Gunung Penanggungan yang diperkirakan berkaitan erat dengan Raja Airlangga."""
740, Wisata Agro Wonosari, Kebun Wisata, S7 49 13.9 E112 38 37.7, -7.820520000000000, 112.643810000000002," ""Desa Toyomarto Kecamatan Singosari dan Desa Wonorejo Kecamatan Lawang Kabupaten Malang"""," ""Lokasi Agro Wisata Kebun Teh Wonosari berada pada ketinggian 950 - 1250 m dengan temperatur 19 - 26 derajat Celcius."""
741, Jembatan Suramadu Sisi Surabaya, Jembatan, S 7 12 43.7 E 112 46 42.5, -7.212140000000000, 112.778469999999999," ""informasi tidak ada"""," ""Jembatan Nasional Suramadu adalah jembatan yang menghubungkan Pulau Jawa (di Surabaya) dan Pulau Madura (di Bangkalan)."""
742,Pusat Kerajinan Arca,Pusat Kerajinan,S 7 32 28.5 E 112 23 23.5,-7.54125,112.38986,Kec. Trowulan Kab. Mojokerto,"Merupakan pusat pengrajin arca - arca dan kerajinan dari batu, yang hasilnya nyaris tidak bisa dibedakan dengan yang asli."
743,Taman Safari II Prigen,Kawasan Wisata,S 7 42 46.4 E 112 42 55,-7.71289,112.71528,Desa Jatiarjo Kecamatan Prigen,"Taman Safari Indonesia 2 adalah salah satu Safari Park terluas di Asia, yang terletak di Taman Nasional Gunung Arjuna, Jawa Timur. Memiliki berbagai macam spesies hewan dan atraksi terbaik se-Indonesia, kolam renang dengan sistem filter air yang canggih."
744,Taman Hiburan Rakyat,Kawasan Wisata,S 7 15 9.2 E 112 45 7.6,-7.25256,112.75211,Jl. Kusuma Bangsa 110 Surabaya (belakang Hi-Tech Mall),"Taman Hiburan Rakyat Surabaya atau yang dikenal dengan THR terletak di Jl. Kusuma Bangsa 110 Surabaya (belakang Hi-Tech Mall) menyediakan fasilitas gedung dan panggung terbuka beserta kelengkapannya, selain itu disini juga terdapat stand-stand yang menjual beragam hiburan."
745,Makam Sunan Drajat,Makam,S 6 53 6.4 E 112 23 20.1,-6.88511,112.38892,Kabupaten Lamongan,Sunan Drajat yang mempunyai nama kecil Syarifudin atau Raden Qosim putra Sunan Ampel dan terkenal dengan kecerdasannya. Setelah menguasai pelajaran Islam beliau menyebarkan agama Islam di desa Drajad sebagai tanah perdikan di kecamatan Paciran.
746,"Makam Sunan Giri, Gresik",Makam,S 7 10 8.7 E 112 37 53.1,-7.16908,112.63142,"Kota Gresik, Gresik","Makam Sunan Giri terletak di desa Giri, Kecamatan Kebomas, Kabupaten Gresik, Jawa Timur. Berjarak sekitar 2 km ke arah selatan kota Gresik. Komplek makam berada di puncak bukit Giri."
747,Makam Maulana Malik Ibrahim,Makam,S 7 9 37.4 E 112 39 23.2,-7.16039,112.65644,"Jalan Malik Ibrahim di Desa Gapuro Sukolilo, Gresik","Maulana Malik Ibrahim dilahirkan di Negeri Campa (Kamboja), beliau adalah keturunan ulama dan penyiar agama Islam. Pada mulanya aktivitasnya adalah berdagang di tempat pelabuhan terbuka."
748,Ampel Suci/Makam Sunan Ampel,Makam,S 7 13 46.5 E 112 44 33.3,-7.22958,112.74258,"Kelurahan Ampel, Kecamatan Semampir, Kotamadya Surabaya","Makam Sunan Ampel berada di Kelurahan Ampel, Kecamatan Semampir, Kotamadya Surabaya, Jawa Timur. Karena letaknya di tengah kota, Makam Sunan Ampel mudah dijangkau."
749,"Asta Tinggi, Paserean Raja2 Sumenep",Makam,S 6 59 49.8 E 113 50 37.8,-6.99717,113.84383,Kabupaten Sumenep,"Makam Asta Tinggi Sumenep merupakan sejarah cerita rakyat Madura khususnya kota Kabupaten Sumenep. Terletak di daerah perbukitan, komplek makam ini merupakan tempat makam bagi raja-raja dan keturunannya."
750,Makam Abu Samsudin Pang Bathok Proppo Pamekasan,Makam,S 7 05 54.1 E 113 22 34.2,-7.09836,113.37617,"Kabupaten Pamekasan, Madura",Informasi tidak ada.
751,Pengrajin Batik Tanjung Bumi,Pusat Kerajinan,S 6 53 25.1 E 113 04 06.4,-6.89031,113.06844,Jl.Raya Macajah,"Industri kecil yang menjadi kebanggaan Pulau Madura atau yang biasa disebut dengan Pulau Garam ini adalah batik Madura. Batik bukan hanya sehelai kain, namun telah menjadi ikon budaya."
752,Jamu Ramuan Madura,Kuliner,S 7 09 27.6 E 113 28 27.5,-7.15767,113.47431,"Jl. Kabupaten, Kota Pamekasan",Informasi tidak ada.
753,"Makam Gus Dur, Pesantren Tebuireng, Jombang",Makam,S 7 36 25.9 E 112 14 18.4,-7.60719,112.23844,Jl. Irian Jaya - Cukir - Diwek - Jombang,Pondok Pesantren Tebuireng didirikan oleh Kyai Haji Hasyim Asy’ari pada tahun 1899 M. Pesantren ini didirikan setelah ia pulang dari pengembaraannya menuntut ilmu di berbagai pondok pesantren terkemuka.
754,"Makam Bung Karno, Blitar",Makam,S 8 05 05.3 E 112 10 32.3,-8.08481,112.17564,"Kelurahan Bendogerit, Kecamatan Sananwetan Kota Blitar",Makam Bung Karno didampingi oleh makam ayahandanya 'R. Soekeni Sosrodihardjo' dan ibundanya 'Ida Aju Njoman Rai'. Memasuki makam ini dimulai dari sebuah gapura agung.
755,Rumah Kecil Bung Karno,Bangunan Kuno,S 8 05 54.5 E 112 10 34.3,-8.09847,112.17619,"Jl. Sultan Agung No.59, Blitar","Istana Gebang atau dalam bahasa Jawa disebut dengan ndalem Gebang merupakan rumah tempat tinggal orang tua Bung Karno. Letaknya tidak jauh dari Makam Bung Karno, sekitar 2 km ke arah selatan."
756,Makam Gunung Kawi,Makam,S 8 01 23.1 E 112 29 37.7,-8.02308,112.49381,"Gunung Kawi, Kabupaten Malang","Berada di ketinggian 2860m dari permukaan laut, Gunung Kawi masih menjadi tempat kunjungan wisata favorit. Banyak orang menganggap tempat ini memiliki nilai spiritual yang tinggi."
757, Camp Surfing, Hotel," ""S 8 43 48.5 E 114 21 10.2""", -8.73014, 114.35283," ""Taman Nasional Alas Purwo"""," ""Hotel dengan konsep surfing camp di kawasan Alas Purwo."""
758, Rumah Makan Sri, Rumah Makan," ""S 7 39 31 E 112 40 33.5""", -7.65861, 112.67597," ""Informasi tidak ada"""," ""Informasi tidak ada"""
759, RM Kikil Kambing, Rumah Makan," ""S 7 14 11.2 E 112 45 6.2""", -7.23644, 112.75172," ""Informasi tidak ada"""," ""Informasi tidak ada"""
760, RM Sate Klopo, Rumah Makan," ""S 7 15 24 E 112 44 35.4""", -7.25667, 112.74317," ""Informasi tidak ada"""," ""Informasi tidak ada"""
761, RM. Prima Jasa, Rumah Makan," ""S 7 19 48.3 E 112 43 49.8""", -7.33008, 112.73050," ""Informasi tidak ada"""," ""Informasi tidak ada"""
762, RM. Putra Jatim III, Rumah Makan," ""S 7 44 2.1 E 113 39 24.4""", -7.73392, 113.65678," ""Informasi tidak ada"""," ""Informasi tidak ada"""
763, RM. Primarasa, Rumah Makan," ""S 7 19 48.5 E 112 43 50.6""", -7.33014, 112.73072," ""Informasi tidak ada"""," ""Informasi tidak ada"""
764,RM. Pecel Khas Ponorogo,Rumah Makan,S 7 15 41.4 E 112 44 51.4,-7.261500,112.747610,"Hj.Boeyatin, Jl.Ketabangkali No.51",Informasi tidak ada
765,"Rm. Bojana Puri, Malang",Rumah Makan,S 8 06 16.8 E 112 34 45.5,-8.104670,112.579310,"Jl. Panglima Sudirman 26, Kepanjen Malang Selatan/Kepanjen","Suasana khas Jawa begitu kental begitu Anda masuk ke rumah makan di daerah Selatan Malang ini. Bila Anda suka dengan lesehan, Anda dapat masuk ke sebelah kiri dari rumah makan ini. Dengan kolam di sekitarnya, disertai kucuran air yang menciptakan seperti"
766,Bakpao Telo,Kuliner,S 7 49 15.9 E 112 42 24.3,-7.821080,112.706750,jalan raya arah Malang ke Surabaya,"Terminal Agribisnis yang dirintis oleh Bpk. Unggul Abinowo, seorang alumnus fakultas pertanian Universitas Brawijaya ini sejak berdiri 1998 hingga kini laris manis hampir tak pernah sepi pengunjung. Beragam makanan dan minuman olahan ketela dan hasil per"
767,Sate Ponorogo,Kuliner,S 7 52 00.9 E 112 27 39.9,-7.866920,112.461080,Kabupaten Ponorogo,"Sate ayam Ponorogo, rasanya gurih dan manis. Potongan dagingnya besar-besar, dan bebas lemak. Setiap irisan dipotong memanjang, dan inilah yang membedakan sate Ponorogo dengan daerah lain. Tidak cuma menyajikan bagian daging ayam saja, biasanya sate ayam"
768,"Toko Oen, Malang",Kuliner,S7 58 51.2 E112 37 50.1,-7.980880,112.630590,Jl. Jend. Basuki Rahmat No.5 Malang Kota/Klojen,Toko Oen Malang ini berdiri sejak tahun 1930. Menu terfavorit di Toko Oen ini adalah Ice Creamnya. Tekstur Ice Cream yang sama sekali beda dengan buatan pabrik menjadikannya beda dengan Ice Cream lainnya. Toko Oen ini tidak hanya menyediakan segala macam
769,Desa Bejijong,Desa Wisata,S 7 33 4.9  E 112 22 22.5,-7.551360,112.372920,"Kecamatan Trowulan, Mojokerto","Bejijong adalah sebuah desa di wilayah Kecamatan Trowulan, Kabupaten Mojokerto, Provinsi Jawa Timur"
770,Desa Jatipasar,Desa Wisata,S 7 32 47.4 E 112 23 39.9,-7.546500,112.394420,"Kecamatan Trowulan, Mojokerto","Jatipasar adalah sebuah desa di wilayah Kecamatan Trowulan, Kabupaten Mojokerto, Provinsi Jawa Timur. Hampir 90% penduduk bermata pencarian sebagai pemahat patung, dengan bahan batu hijau dan batu hitam (lava stone) yang terinspirasi dari Kerajaan Majapa"
771,Desa Karang Sentul,Desa Wisata,S 7 41 57.6 E 112 54 5.9,-7.699330,112.901640,"Kecamatan Gondang Wetan, Pasuruan","Karangsentul adalah desa yang berada di kecamatan Gondang Wetan, Kabupaten Pasuruan, Jawa Timur, Indonesia."
772,Desa Sentonorejo,Desa Wisata,S 7 34 15.6 E 112 22 52.4,-7.571000,112.381220,"Kecamatan Trowulan, Mojokerto","Sentonorejo adalah sebuah desa di wilayah Kecamatan Trowulan, Kabupaten Mojokerto, Provinsi Jawa Timur."
773,Desa Trowulan,Desa Wisata,S 7 33 32.9 E 112 22 54.8,-7.559140,112.381890,"Kecamatan Trowulan, Mojokerto","Desa Trowulan adalah sebuah desa di kecamatan di Kabupaten Mojokerto, Jawa Timur, Indonesia. Kecamatan ini terletak di bagian barat Kabupaten Mojokerto, berbatasan dengan wilayah Kabupaten Jombang. Trowulan terletak di jalan nasional yang menghubungkan S"
774,Desa Baledono,Desa Wisata,S 7 51 58 E 112 53 57.6,-7.866110,112.899330,"Baledono adalah desa yang berada di kecamatan Tosari, Kabupaten Pasuruan, Jawa Timur, Indonesia.","Baledono adalah desa yang berada di kecamatan Tosari, Kabupaten Pasuruan, Jawa Timur, Indonesia."
775,RSUD Sidoarjo,Rumah Sakit,S 7 27 57.3 E 112 43 0.1,-7.465920,112.716690,Jln. Mojopahit No.667 telp 031 8961649 FAX : 031 8964800,Informasi tidak ada
776,Kantor Dinas Budpar Provinsi Jawa Timur,Kantor Pemerintahan,S 7 20 43.6 E 112 44 5.2,-7.345440,112.734780,"Jl Wisata Menanggal Surabaya Telp. 031 8531814 - 16, 8531820  Fax. 031 8531822",Informasi tidak ada
777,"Kantor Pos Besar, BCB, 352209/98/99",Kantor Pos,S 7 14 34.6 E 112 44 15.2,-7.242940,112.737560,"Jl. Kebon Rojo, 10  Surabaya",Informasi tidak ada
778,Stasiun Surabaya Gubeng,Stasiun,S 7 15 55.4 E 112 45 10.2,-7.265390,112.752830,Jalan Gubeng Masjid,"Stasiun Surabaya Gubeng (SGU, +5 m dpl) adalah stasiun kereta api (KA) yang terletak di Gubeng, Gubeng, Surabaya, Jawa Timur dan berada di bawah naungan PT Kereta Api (Persero) Daerah Operasi VIII. Stasiun ini merupakan stasiun KA terbesar di Surabaya da"
779,Gerbang Bandara Juanda,Bandar Udara,S 7 22 20.7 E 112 47 16,-7.372420,112.787780,"Sidoarjo, Indonesia","Bandara Internasional Juanda, adalah bandar udara internasional yang melayani kota Surabaya, Jawa Timur dan sekitarnya. Bandara Juanda terletak di Kecamatan Waru, Kabupaten Sidoarjo, 20 km sebelah selatan kota Surabaya. Bandara Internasional Juanda diope"
780,Terminal Purabaya,Terminal,S 7 21 13.4 E 112 43 21.4,-7.353720,112.722610,"Jl. Letnan Jendral Sutoyo, Surabaya","Terminal Purabaya merupakan terminal tipe A dengan luas lahan 120.000 m2, melayani angkutan Antar Kota Antar Propinsi (AKAP), Angkutan Antar Kota Dalam Propinsi (AKDP), dan Angkutan Kota. Jaringan trayek angkutan kota yang dilayani Terminal Purabaya ada"
